propertycode,Minimum,Maximum
6914503,59.2,78.94
6914872,91.09,137.73
6915023,42.06,77.09
6915612,96.32,262.58
6916145,40.28,91.92
6917145,50.23,65.3
6917273,70.33,100.46
6918802,109.15,140.4
6919000,126.59,187.87
6930706,64.42,178.67
6932504,139.23,218.1
6934785,80.47,129.59
6935550,118.58,177.87
6935716,46.91,59.95
6946018,54.74,65.07
6946129,64.14,138.5
6946327,126.52,135.3
6946382,56.8,69.2
6946815,31.77,52.4
6947194,68.31,157.73
6947960,108.84,339.13
6948032,170.39,260.8
6948096,26.57,80.69
6948932,50.68,106.12
6948933,131.99,184.26
6948936,76.35,109.5
6948937,30.24,57.27
6948938,82.38,105.49
6949418,52.78,64.33
6949865,59.14,139.38
6951223,170.79,210.97
6953595,45.52,131.65
6953673,43.99,85.88
6953822,74.0,103.21
6956246,75.29,120.84
6963641,66.74,75.35
6963642,82.73,138.27
6963651,56.75,85.2
6980684,132.61,291.38
6986740,100.5,18083.36
6988959,55.45,55.45
6989721,100.09,225.19
6989757,62.55,104.25
6989997,69.44,177.58
6989999,18.87,18.87
6990677,348.48,580.8
6992222,78.66,101.07
6992236,38.73,119.52
6992681,40.45,65.9
6994023,73.43,214.99
6994083,19.07,57.7
6994668,60.78,193.94
6995689,54.74,90.88
6995962,95.02,160.08
6995971,30.99,89.86
6997210,92.83,100.86
6997392,31.14,50.23
6998171,103.77,124.52
6998426,46.22,58.27
6999251,100.46,251.15
6999273,123.57,241.11
7000249,64.1,64.1
7000286,40.18,160.74
7000842,63.36,84.48
7000884,51.74,72.86
7000890,62.3,89.75
7000892,79.19,79.19
7001529,79.11,98.1
7001834,65.3,165.76
7001848,62.38,100.46
7002212,58.07,73.91
7003880,72.32,176.03
7004370,102.32,127.89
7005949,52.54,150.88
7006703,101.38,162.22
7006790,84.77,159.25
7008526,64.04,98.45
7008529,40.18,50.23
7008652,60.28,78.36
7008769,69.29,102.77
7009211,60.78,132.61
7010208,45.21,90.42
7010576,62.64,300.26
7010626,85.78,99.86
7013138,56.87,135.4
7013603,185.85,307.42
7014337,126.59,146.68
7014414,50.23,55.25
7014424,90.42,120.55
7015147,88.62,181.45
7015332,72.66,104.45
7025160,235.09,391.81
7026088,109.25,177.52
7029048,82.73,164.22
7029127,67.02,88.16
7029734,38.21,64.03
7032096,80.25,179.51
7032980,46.22,57.27
7033342,100.46,170.79
7033873,77.36,126.59
7034822,70.33,90.42
7035364,70.33,100.46
7036220,61.51,95.02
7036449,50.23,95.44
7036663,47.32,58.43
7069444,80.29,99.18
7081863,105.62,132.03
7083170,40.18,80.37
7083537,17.24,37.13
7083572,130.6,130.6
7083895,45.21,80.37
7083946,85.39,110.51
7085996,85.39,85.39
7092402,95.44,110.51
7092443,108.09,227.58
7093373,43.87,82.84
7093648,61.6,180.13
7106545,34.53,49.33
7122670,55.25,88.81
7150301,34.5,83.28
7150757,48.8,62.61
7150954,28.5,48.23
7151282,26.13,290.38
7159080,69.69,88.7
7162128,117.35,156.47
7165892,68.64,102.95
7173195,41.16,53.19
7173372,39.62,93.83
7176392,42.19,147.68
7184678,125.65,329.47
7184686,82.73,184.63
7184726,101.32,160.61
7184727,66.15,150.05
7189505,133.23,236.51
7193131,149.11,410.75
7197259,80.37,136.63
7199251,67.51,72.73
7200859,105.99,125.36
7201794,107.96,262.84
7218548,107.59,235.09
7228886,235.45,499.51
7229537,66.31,175.81
7237557,52.24,155.72
7237568,80.37,80.37
7237604,159.12,447.39
7237626,204.94,339.56
7238072,222.84,751.73
7245577,46.71,95.09
7249182,136.68,197.04
7262124,33.83,75.08
7264329,51.74,136.47
7264346,73.4,194.01
7264411,256.34,351.67
7264445,118.79,237.58
7264509,40.13,82.36
7264623,125.72,220.05
7264723,89.75,161.56
7264882,72.99,148.25
7264929,92.72,383.19
7264956,75.08,241.96
7264958,152.05,522.99
7264964,69.25,988.46
7265089,46.52,158.39
7265226,89.75,168.94
7265234,52.95,179.51
7295114,121.87,204.5
7295697,102.24,133.23
7295742,80.56,122.9
7295817,81.59,159.06
7297134,55.77,55.77
7297547,56.8,77.46
7297671,76.96,166.07
7297704,65.33,142.52
7297758,180.33,241.67
7298525,179.4,429.1
7298550,105.65,188.67
7298570,110.35,183.92
7298604,84.17,229.47
7301467,44.62,53.96
7301725,106.51,154.71
7302543,50.6,81.59
7305727,149.18,149.18
7307410,94.42,139.47
7311575,75.35,80.37
7313016,35.16,85.39
7316474,48.92,54.96
7318048,67.81,156.72
7319377,108.6,217.22
7319526,123.21,203.94
7323853,58.15,102.12
7326633,57.02,82.36
7329075,84.48,84.48
7329534,42.84,136.3
7329861,45.67,92.01
7330161,66.52,110.87
7330162,121.43,131.99
7332485,69.69,126.71
7332806,86.29,148.36
7333995,55.5,155.97
7336626,65.9,111.53
7342202,35.16,35.16
7346377,73.67,138.14
7353633,99.46,384.57
7354684,34.08,68.15
7381315,94.49,161.17
7386176,68.02,137.91
7386321,44.4,53.55
7386780,16.13,18.09
7388882,62.28,99.46
7388911,56.89,193.7
7388926,45.15,159.67
7388943,61.02,105.12
7388987,68.14,157.8
7389130,79.36,156.89
7389300,167.78,245.13
7390242,166.01,166.01
7391335,86.06,342.58
7395807,56.8,112.58
7398979,35.16,75.35
7401056,43.1,63.98
7403890,87.62,175.26
7405462,72.3,103.28
7413338,53.19,60.28
7413980,65.3,145.67
7414512,43.41,83.32
7418893,62.37,162.37
7420251,23.8,47.59
7420392,90.42,126.59
7420867,166.8,583.82
7423765,55.25,80.37
7424498,90.76,221.2
7424987,146.14,342.12
7432420,46.19,107.52
7437376,74.62,108.44
7438035,107.42,174.54
7443686,95.03,164.72
7444855,46.04,77.32
7449373,60.78,77.36
7449566,58.34,102.43
7449570,61.93,420.68
7449622,106.09,192.29
7449823,79.19,100.32
7450915,52.57,160.65
7460103,85.9,120.55
7462373,85.39,351.62
7462872,136.57,166.8
7463794,60.77,104.19
7463892,132.62,243.2
7467958,93.29,133.05
7469570,73.99,148.91
7472485,185.85,195.9
7472841,93.05,93.05
7472870,72.3,232.38
7473545,98.35,98.35
7474476,61.11,197.7
7476021,40.38,86.58
7476115,82.36,177.39
7476913,46.48,82.63
7477443,21.92,21.92
7477982,50.23,110.51
7478442,48.47,88.7
7479121,93.93,106.09
7479306,163.75,229.05
7479460,35.94,71.88
7480541,70.33,70.33
7480547,75.23,76.25
7482008,295.83,328.7
7482881,58.27,85.39
7483032,137.27,670.02
7483352,90.55,90.55
7483363,55.25,88.41
7483773,38.94,68.15
7483917,34.5,328.38
7484099,31.37,31.37
7484319,63.36,110.87
7485788,89.51,99.46
7487188,106.49,199.92
7488147,92.09,263.1
7488477,69.69,101.37
7489989,71.43,93.44
7498518,75.35,194.89
7500585,166.8,226.23
7503033,1016.35,1129.35
7504192,15.49,25.09
7505523,38.62,122.9
7505541,74.54,143.56
7514463,135.51,164.56
7537748,60.78,93.93
7548980,64.03,154.92
7564415,70.33,70.33
7575091,82.88,82.88
7579169,145.57,210.97
7579452,40.18,56.26
7587570,50.23,65.3
7590297,71.83,85.09
7592841,159.58,218.37
7594930,95.44,95.44
7600071,45.21,45.21
7600445,33.15,33.15
7610397,231.46,231.46
7612570,27.53,45.67
7617710,187.77,385.32
7617938,88.81,114.93
7621582,60.47,77.15
7621587,100.37,155.62
7621590,51.0,136.21
7621602,65.9,106.45
7621608,48.83,54.25
7621616,57.26,63.29
7622026,66.31,84.39
7628208,112.52,152.7
7632222,132.06,132.06
7632626,159.74,159.74
7633317,55.66,103.12
7634266,386.78,386.78
7634378,69.69,107.7
7634495,69.69,107.7
7634605,102.64,139.38
7634616,31.68,95.03
7635018,100.1,100.1
7635026,193.2,266.09
7635085,91.55,107.7
7635351,52.8,84.48
7635389,59.3,114.04
7635418,65.89,95.03
7635474,69.69,76.03
7635508,73.91,95.03
7635634,72.86,107.7
7635784,221.74,221.74
7635848,107.7,107.7
7635916,107.7,107.7
7636007,46.98,177.39
7636250,95.03,126.71
7636256,57.02,171.06
7636341,88.7,88.7
7636361,126.71,163.67
7636536,152.05,152.05
7636942,63.42,171.06
7637008,76.66,139.38
7637033,24.29,84.48
7637138,57.02,57.02
7637152,84.48,95.03
7637453,47.52,104.54
7637838,63.36,105.59
7637851,182.97,182.97
7637853,107.7,133.05
7638050,211.19,211.19
7638054,84.48,84.48
7638149,80.78,89.75
7638160,91.23,126.71
7638938,107.7,107.7
7639035,95.86,144.45
7639042,105.59,184.78
7639049,396.03,396.03
7639236,48.15,58.29
7639496,115.31,126.84
7639524,58.07,58.07
7639881,240.75,329.45
7639955,41.81,54.49
7640162,83.63,196.4
7640256,109.82,137.27
7640262,62.09,145.72
7640365,633.55,633.55
7640625,114.84,168.42
7640733,76.03,76.03
7641092,79.19,153.1
7641909,63.36,76.03
7644841,116.16,232.3
7645549,49.63,121.43
7645745,99.47,153.32
7646472,83.41,104.54
7646542,86.18,86.18
7647304,75.39,88.7
7647828,101.37,152.05
7649662,262.29,505.58
7652042,66.21,150.92
7661923,69.41,103.6
7663136,89.9,272.53
7664536,93.47,146.05
7665016,137.27,137.27
7665448,190.07,190.07
7667124,58.29,76.03
7667351,63.36,110.87
7668642,96.93,120.38
7668938,103.9,122.91
7670788,105.35,130.14
7685533,71.83,72.44
7703325,75.35,150.69
7709969,41.84,154.71
7710203,116.5,116.5
7710577,89.46,204.94
7712553,59.18,72.33
7716452,53.24,53.24
7725713,65.3,150.69
7745208,85.39,121.56
7760214,69.69,98.83
7761729,70.74,73.91
7766016,79.19,84.48
7768038,89.41,126.71
7769457,50.23,50.23
7770307,50.68,184.78
7772440,65.3,85.39
7772472,93.33,93.33
7784783,101.37,101.37
7784832,79.19,105.59
7784875,101.37,114.04
7787901,49.23,140.65
7788500,71.81,135.16
7788525,89.75,89.75
7789172,88.7,107.7
7789734,95.03,221.74
7789932,100.1,112.77
7790794,77.36,93.93
7792141,23.23,98.2
7792482,63.36,114.04
7793069,55.25,83.38
7796793,38.68,60.78
7805498,48.05,118.2
7814148,128.26,195.17
7817818,100.38,162.22
7833041,40.45,78.53
7835097,68.77,147.3
7854968,27.63,38.68
7859353,31.49,52.13
7860975,126.89,126.89
7889101,41.05,45.61
7890605,55.25,79.37
7898857,30.14,75.35
7903450,49.23,99.46
7910681,79.47,79.47
7911018,45.21,55.25
7962361,64.62,181.61
7963708,36.65,41.18
7969845,60.93,111.54
8065988,125.24,328.9
8066086,66.1,108.44
8066205,81.59,99.15
8066378,102.24,205.53
8067763,40.18,45.21
8068190,105.48,140.65
8074833,78.36,98.45
8088849,130.4,326.0
8091316,85.9,85.9
8091539,70.33,104.49
8091885,643.69,643.69
8091889,523.31,523.31
8091893,446.02,446.02
8091894,676.63,676.63
8091896,277.5,277.5
8091903,529.65,529.65
8091953,435.88,435.88
8091962,1474.91,1474.91
8091976,442.22,442.22
8091994,326.91,326.91
8091996,590.47,590.47
8092009,1117.59,1117.59
8092020,405.47,405.47
8092023,414.34,414.34
8092027,1379.88,1379.88
8092029,330.71,330.71
8092133,418.14,418.14
8092139,551.19,551.19
8092150,394.07,394.07
8092158,380.13,881.91
8092160,674.1,674.1
8092164,375.06,591.74
8092170,429.55,429.55
8092173,437.15,437.15
8092174,361.13,361.13
8092223,522.05,522.05
8092226,638.62,860.36
8092229,366.19,366.19
8092231,489.1,489.1
8092235,404.21,404.21
8092239,345.92,345.92
8092366,462.49,462.49
8092367,1498.99,1498.99
8092369,353.52,353.52
8092370,357.32,357.32
8092416,1126.46,1126.46
8092423,646.22,646.22
8092436,340.85,677.9
8092438,359.86,359.86
8092515,478.97,543.59
8092517,486.57,652.56
8092524,712.11,712.11
8092536,342.12,342.12
8092537,410.54,410.54
8092543,420.68,420.68
8092548,619.61,619.61
8092552,340.85,340.85
8092591,372.53,372.53
8092692,480.23,480.23
8092701,589.2,589.2
8092703,309.17,309.17
8092809,457.43,457.43
8092810,451.09,451.09
8092820,941.46,970.6
8092826,492.9,492.9
8092836,307.91,307.91
8092837,442.22,442.22
8093095,444.75,549.92
8093098,575.27,575.27
8093099,434.62,434.62
8093109,404.21,404.21
8093110,520.78,520.78
8093113,480.23,480.23
8093723,492.9,492.9
8093727,1208.82,1208.82
8093782,447.29,447.29
8093788,537.25,537.25
8093798,492.9,492.9
8093802,385.2,385.2
8093805,427.01,427.01
8093807,283.83,283.83
8093809,340.85,340.85
8093812,563.86,563.86
8096172,50.01,50.01
8097703,109.5,129.59
8098384,563.86,563.86
8098389,587.94,587.94
8098391,1167.0,1167.0
8098392,429.55,429.55
8099102,69.32,129.59
8099594,348.45,348.45
8099596,480.23,480.23
8099599,416.88,416.88
8099601,508.11,508.11
8099605,619.61,889.51
8099606,442.22,442.22
8099607,419.41,419.41
8099609,302.84,302.84
8100164,39.86,51.63
8101309,95.74,293.99
8101542,116.64,199.92
8101566,157.34,204.85
8103302,99.46,276.27
8103666,77.36,165.76
8104050,80.37,80.37
8104414,39.18,119.55
8104431,35.16,115.54
8105198,38.68,55.25
8111901,70.33,130.6
8115115,52.35,66.63
8115168,19.04,23.8
8115402,75.91,116.36
8116642,77.09,180.12
8121738,111.02,222.02
8121948,77.15,108.16
8166773,79.37,79.37
8169170,31.1,31.1
8171365,175.21,513.04
8171549,75.34,133.44
8171576,125.84,193.6
8191755,137.36,356.32
8194133,80.37,107.49
8195487,48.23,55.25
8210495,93.12,93.12
8210529,45.21,75.35
8211114,114.38,152.3
8211850,92.43,92.43
8212099,101.38,615.41
8212670,73.91,158.39
8213124,103.9,131.15
8213295,522.05,522.05
8213932,72.86,244.97
8233040,45.57,91.24
8255437,103.93,164.66
8260483,21.59,21.59
8260703,89.24,118.25
8263908,76.25,98.35
8266740,59.91,83.66
8268582,90.42,100.46
8269712,49.73,100.46
8270328,130.6,135.63
8318081,70.33,110.51
8321972,408.01,408.01
8321979,385.2,385.2
8321982,386.47,432.08
8321986,385.2,385.2
8321993,722.25,722.25
8321996,1077.04,1077.04
8322001,307.91,307.91
8322015,419.41,419.41
8322026,340.85,340.85
8322027,416.88,416.88
8322042,410.54,410.54
8322047,774.2,774.2
8322056,478.97,478.97
8322142,435.88,435.88
8322143,347.19,347.19
8322148,329.45,329.45
8322162,391.54,391.54
8322165,556.26,556.26
8322167,798.28,798.28
8322415,471.36,471.36
8322418,387.73,394.07
8322441,335.78,335.78
8322442,438.42,438.42
8322493,372.53,372.53
8322497,1239.23,1239.23
8322503,473.9,473.9
8322508,453.62,453.62
8322527,495.44,495.44
8322542,499.24,499.24
8322543,305.37,305.37
8322551,394.07,394.07
8322567,473.9,473.9
8322572,467.56,467.56
8322573,321.84,321.84
8322623,354.79,354.79
8322625,539.79,539.79
8322829,350.99,350.99
8322830,429.55,778.0
8322832,442.22,442.22
8322839,423.21,423.21
8322842,547.39,547.39
8322854,416.88,416.88
8322860,367.46,367.46
8322868,454.89,454.89
8322873,337.05,337.05
8322879,881.91,881.91
8322881,624.68,624.68
8322883,383.93,383.93
8322887,699.44,699.44
8322900,461.23,461.23
8322910,443.49,443.49
8322914,408.01,408.01
8322915,448.56,448.56
8322919,595.54,595.54
8322924,404.21,404.21
8322930,302.84,321.84
8322937,646.22,646.22
8322991,397.87,397.87
8323354,551.19,551.19
8323355,411.81,411.81
8323357,386.47,386.47
8323375,473.9,473.9
8323377,338.32,338.32
8323382,437.15,437.15
8323394,892.04,907.25
8323400,695.64,695.64
8323401,528.38,528.38
8323417,628.48,628.48
8323418,392.8,392.8
8323421,368.73,368.73
8323440,328.18,328.18
8323442,311.71,591.74
8323452,492.9,492.9
8323458,372.53,372.53
8323569,463.76,463.76
8323572,765.33,765.33
8323573,881.91,881.91
8324670,405.47,405.47
8324672,658.9,701.98
8324683,560.06,1130.26
8324763,589.2,589.2
8324766,432.08,432.08
8324777,525.85,525.85
8324778,307.91,307.91
8324782,461.23,461.23
8324783,708.31,708.31
8324785,854.03,854.03
8324793,468.83,468.83
8324803,480.23,480.23
8324809,321.84,321.84
8324830,1398.88,1398.88
8324839,532.18,532.18
8324880,594.27,594.27
8325962,533.45,533.45
8325964,462.49,462.49
8325966,382.67,382.67
8325988,325.65,369.99
8325998,380.13,380.13
8325999,439.69,439.69
8326001,487.84,487.84
8326022,435.88,435.88
8326023,414.34,414.34
8326034,315.51,315.51
8326041,347.19,347.19
8326066,618.35,618.35
8326067,458.69,458.69
8326068,353.52,353.52
8326166,347.19,347.19
8326284,193.25,289.88
8326853,660.16,660.16
8326860,405.47,405.47
8326866,489.1,489.1
8326867,361.13,361.13
8326870,404.21,794.48
8326888,461.23,461.23
8326891,290.17,290.17
8326895,433.35,433.35
8326900,619.61,619.61
8326912,359.86,364.93
8326914,832.49,832.49
8326940,411.81,745.06
8326943,372.53,372.53
8326947,353.52,353.52
8326949,489.1,496.71
8326950,582.87,582.87
8326953,328.18,328.18
8326960,470.1,470.1
8326966,385.2,385.2
8327329,428.28,428.28
8327332,484.03,484.03
8327337,429.55,470.1
8327345,720.98,720.98
8327351,425.75,425.75
8327366,340.85,340.85
8327376,454.89,454.89
8327381,378.86,378.86
8327382,1021.29,1021.29
8327385,410.54,410.54
8327388,505.58,505.58
8327390,726.05,726.05
8327397,467.56,467.56
8327405,385.2,385.2
8327408,435.88,435.88
8327413,963.0,963.0
8327417,372.53,372.53
8327428,530.92,530.92
8327430,492.9,1033.96
8327431,283.83,283.83
8327432,410.54,410.54
8327446,437.15,642.42
8327454,302.84,302.84
8327466,286.37,286.37
8327766,515.71,515.71
8327768,596.81,596.81
8327773,511.91,511.91
8327781,634.82,634.82
8327784,454.89,454.89
8327785,600.61,600.61
8327797,476.43,476.43
8327800,348.45,353.52
8327803,442.22,442.22
8327804,378.86,378.86
8327810,543.59,543.59
8327817,376.33,376.33
8327821,889.51,889.51
8327825,394.07,394.07
8327829,539.79,539.79
8327839,628.48,628.48
8327846,442.22,442.22
8327850,448.56,448.56
8327877,615.81,615.81
8327878,499.24,499.24
8327881,342.12,342.12
8327896,372.53,516.98
8327898,619.61,619.61
8327900,443.49,930.06
8327909,508.11,508.11
8327930,416.88,416.88
8327932,571.46,571.46
8327937,418.14,418.14
8327939,568.93,1235.43
8327941,900.91,900.91
8327951,383.93,383.93
8327953,429.55,429.55
8327960,663.96,663.96
8328002,599.34,599.34
8328005,624.68,624.68
8328010,587.94,587.94
8328032,411.81,411.81
8328041,359.86,359.86
8328049,803.35,803.35
8328051,1595.29,1595.29
8328057,315.51,315.51
8328058,710.85,710.85
8328066,266.09,473.9
8328070,590.47,590.47
8328096,636.09,636.09
8328098,425.75,722.25
8328099,309.17,309.17
8328101,908.51,908.51
8328104,423.21,423.21
8328106,330.71,330.71
8328113,334.52,334.52
8328115,695.64,695.64
8328116,708.31,708.31
8328123,680.44,680.44
8328124,435.88,435.88
8328129,745.06,745.06
8328131,1222.76,1222.76
8328144,667.76,667.76
8328146,395.34,395.34
8328150,359.86,359.86
8328151,410.54,410.54
8328160,429.55,642.42
8328169,429.55,429.55
8328180,1275.98,1275.98
8328183,368.73,615.81
8328191,609.48,609.48
8328197,470.1,975.67
8328202,302.84,302.84
8328203,1001.01,1001.01
8328214,376.33,376.33
8328250,726.05,726.05
8328252,766.6,766.6
8328253,568.93,568.93
8328287,408.01,408.01
8328294,2257.98,2257.98
8328339,454.89,454.89
8328343,704.51,704.51
8328346,437.15,437.15
8328357,930.06,930.06
8328368,459.96,459.96
8328379,854.03,854.03
8328380,598.07,608.21
8328382,537.25,537.25
8328383,394.07,394.07
8328384,381.4,831.22
8328395,414.34,414.34
8328400,653.83,653.83
8328405,461.23,473.9
8328406,646.22,646.22
8328408,378.86,378.86
8328412,556.26,851.5
8328419,359.86,359.86
8328430,459.96,459.96
8328507,646.22,646.22
8328847,516.98,516.98
8328857,396.6,396.6
8328872,399.14,399.14
8328878,462.49,472.63
8328887,462.49,462.49
8328890,505.58,514.45
8328898,494.17,494.17
8328899,736.19,736.19
8328904,378.86,378.86
8328906,429.55,429.55
8328911,1329.19,1329.19
8328914,456.16,456.16
8328916,262.29,342.12
8328919,489.1,596.81
8328921,414.34,414.34
8328923,452.36,452.36
8328927,442.22,442.22
8328929,334.52,334.52
8328944,372.53,372.53
8328945,546.12,546.12
8328953,52.8,129.88
8328980,567.66,898.38
8328986,413.08,413.08
8328991,383.93,383.93
8329042,535.99,535.99
8329043,528.38,528.38
8329115,353.52,353.52
8329121,335.78,335.78
8329122,535.99,862.9
8329124,334.52,337.05
8329125,305.37,596.81
8329128,324.38,324.38
8329138,519.51,519.51
8329140,316.78,316.78
8329141,429.55,429.55
8329145,429.55,429.55
8329156,604.41,604.41
8329160,391.54,391.54
8329169,359.86,359.86
8329173,625.95,625.95
8329183,480.23,757.73
8329185,504.31,504.31
8329192,452.36,452.36
8329195,442.22,442.22
8329198,585.4,585.4
8329227,430.82,430.82
8329231,476.43,476.43
8329239,410.54,598.07
8329240,990.88,990.88
8329252,328.18,328.18
8329260,669.03,669.03
8329319,524.58,524.58
8329321,304.11,304.11
8329360,522.05,522.05
8329361,468.83,468.83
8329368,1106.18,1106.18
8329371,376.33,376.33
8329377,397.87,397.87
8329386,434.62,434.62
8329393,586.67,586.67
8329394,338.32,338.32
8329400,817.28,817.28
8329415,739.99,739.99
8329419,511.91,511.91
8329421,733.65,1887.99
8329423,359.86,797.01
8329425,813.48,813.48
8329433,378.86,378.86
8329448,437.15,437.15
8329457,1141.66,1141.66
8329464,510.64,510.64
8329476,556.26,556.26
8329477,328.18,328.18
8329479,593.01,593.01
8329518,624.68,624.68
8329524,373.8,373.8
8329533,375.06,375.06
8329544,385.2,385.2
8329550,704.51,704.51
8329551,352.26,669.03
8329554,696.91,696.91
8329560,429.55,435.88
8329563,416.88,416.88
8329564,625.95,625.95
8329568,389.0,389.0
8329577,411.81,411.81
8329582,381.4,381.4
8329590,427.01,427.01
8329593,349.72,349.72
8329595,487.84,487.84
8329618,446.02,446.02
8329620,82.36,114.04
8329637,556.26,556.26
8329685,435.88,435.88
8329831,619.61,945.26
8341470,236.05,236.05
8342605,76.25,177.92
8356580,36.17,75.35
8357569,40.19,70.33
8369943,77.3,206.16
8371373,85.9,116.03
8372913,60.28,60.28
8373233,45.21,65.3
8374848,50.23,160.74
8415078,42.83,71.39
8421148,30.41,191.61
8422960,96.32,238.26
8429970,22.87,44.65
8430749,40.45,47.59
8431663,26.18,42.83
8434758,48.23,83.32
8435130,62.65,188.45
8435579,28.5,35.08
8443931,90.41,110.33
8444824,23.21,72.66
8499894,123.67,150.87
8499962,59.58,134.53
8513923,81.33,108.44
8514287,76.03,170.0
8519225,50.23,55.25
8519595,50.23,50.23
8521662,60.28,90.42
8521875,100.46,120.55
8522030,80.56,316.79
8527971,53.24,58.27
8528683,41.18,57.02
8529077,79.19,121.43
8530252,99.85,179.16
8530270,38.49,87.97
8530911,48.68,68.15
8530980,67.48,98.18
8548729,114.02,169.79
8576598,33.31,97.32
8580010,97.49,115.21
8580371,26.56,26.56
8588727,91.03,91.03
8636090,75.9,128.45
8636107,78.26,172.8
8647809,72.3,72.3
8649907,55.25,103.28
8650416,56.18,159.05
8651540,1066.18,1078.99
8652226,40.18,100.46
8652897,170.79,170.79
8666440,53.41,182.84
8666603,667.76,667.76
8668222,86.79,208.31
8698573,76.91,256.07
8715201,28.3,56.6
8733477,101.83,147.86
8734140,54.05,1089.94
8734572,177.92,1115.66
8740120,50.23,95.44
8779207,94.08,213.29
8791055,54.84,122.9
8796250,317.84,317.84
8811083,60.55,197.03
8821451,77.46,179.71
8821776,58.56,211.94
8826776,21.03,33.2
8831855,29.13,50.23
8837177,33.45,90.42
8841684,19.42,67.58
8858390,30.75,51.52
